#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_025562355.1.fna	JAHPRE010000002.1	60693	61402	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_025562355.1.fna	JAHPRE010000005.1	67573	70893	+	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	86.54	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_025562355.1.fna	JAHPRE010000009.1	48617	49975	+	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	80.88	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_025562355.1.fna	JAHPRE010000010.1	36978	38043	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.16	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_025562355.1.fna	JAHPRE010000015.1	24033	25066	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_025562355.1.fna	JAHPRE010000015.1	44269	44652	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_025562355.1.fna	JAHPRE010000015.1	45074	45610	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_027321245.1.fna	DAHVJT010000054.1	321	1223	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.42	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027321245.1.fna	DAHVJT010000136.1	690	1820	+	(wecB)	1-1131/1131	========/======	2/4	99.82	81.55	VFG037994(gb|WP_000734323)	UDP-N-acetylglucosamine	2-epimerase (non-hydrolyzing)~~~[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_027321245.1.fna	DAHVJT010000138.1	15785	19105	+	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	85.97	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027321245.1.fna	DAHVJT010000158.1	3385	4406	+	(ompA)	1-1037/1062	========/======	8/25	95.76	84.74	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_027321245.1.fna	DAHVJT010000206.1	3917	4300	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_027321245.1.fna	DAHVJT010000222.1	11259	11968	+	(bfmR)	1-710/717	===============	0/0	99.02	85.35	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027321245.1.fna	DAHVJT010000225.1	12323	13388	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.16	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_027854915.1.fna	JAKSWM010000049.1	29613	30678	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_027854915.1.fna	JAKSWM010000057.1	31152	32510	+	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	80.96	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_027854915.1.fna	JAKSWM010000071.1	81061	81770	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027854915.1.fna	JAKSWM010000096.1	2330	5656	-	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.75	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_027854915.1.fna	JAKSWM010000105.1	31917	32300	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_027854915.1.fna	JAKSWM010000105.1	50210	51243	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_027854925.1.fna	JAKSWL010000053.1	31152	32510	+	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	80.96	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_027854925.1.fna	JAKSWL010000063.1	81061	81770	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027854925.1.fna	JAKSWL010000095.1	2330	5656	-	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.75	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_027854925.1.fna	JAKSWL010000101.1	27737	28802	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_027854925.1.fna	JAKSWL010000105.1	24054	25087	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_027854925.1.fna	JAKSWL010000105.1	42996	43379	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_027941715.1.fna	CP115963.1	1659806	1660309	-	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.50	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027941715.1.fna	CP115963.1	1660365	1661786	-	(tssC)	61-1482/1482	===============	0/0	95.95	83.97	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_027941715.1.fna	CP115963.1	1707350	1708415	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.60	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_027941715.1.fna	CP115963.1	1914865	1915574	-	(bfmR)	1-710/717	===============	0/0	99.02	85.49	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027941715.1.fna	CP115963.1	2537665	2538566	-	(lpxC)	1-903/903	========/======	3/3	99.78	80.09	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_027941715.1.fna	CP115963.1	2580135	2583450	-	(vgrG/tssI)	1-3321/3321	========/======	5/5	99.85	89.40	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027941715.1.fna	CP115963.1	2791903	2793256	-	(ABBFA_RS17100)	11-1364/1371	===============	0/0	98.76	81.31	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_027941715.1.fna	CP115963.1	3288478	3289195	+	(pilF)	85-801/801	.=======/======	1/1	89.51	80.08	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_027941715.1.fna	CP115963.1	3429582	3430603	+	(ompA)	1-1037/1062	========/======	7/17	96.14	84.30	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_027941715.1.fna	CP115963.1	3449810	3450193	+	(pilG)	1-384/384	===============	0/0	100.00	82.55	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_028614545.1.fna	JAQAII010000001.1	633988	635053	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_028614545.1.fna	JAQAII010000001.1	802927	803636	-	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_028614545.1.fna	JAQAII010000001.1	1393684	1394586	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_028614545.1.fna	JAQAII010000001.1	1441839	1444896	-	(vgrG/tssI)	1-3060/3327	========/=====.	4/4	91.88	82.88	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_028614545.1.fna	JAQAII010000001.1	1680460	1681817	-	(ABBFA_RS17100)	13-1370/1371	===============	0/0	99.05	81.44	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_028614545.1.fna	JAQAII010000001.1	2316824	2317857	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_028614545.1.fna	JAQAII010000001.1	2338135	2338518	+	(pilG)	1-384/384	===============	0/0	100.00	82.55	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_028614625.1.fna	JAQAIH010000001.1	1459013	1460078	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_028614625.1.fna	JAQAIH010000001.1	1689272	1689981	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_028614625.1.fna	JAQAIH010000001.1	2375152	2378144	-	(vgrG/tssI)	1-2995/3282	========/=====.	2/2	91.19	84.97	VFG050912(gb|WP_000898330.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_028614625.1.fna	JAQAIH010000001.1	2618777	2620128	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.66	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_028614625.1.fna	JAQAIH010000001.1	3262945	3263978	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.02	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_028614625.1.fna	JAQAIH010000001.1	3284403	3284786	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_028614625.1.fna	JAQAIH010000001.1	3285208	3285743	+	(pilI)	1-537/537	========/======	3/3	99.63	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_029839935.1.fna	JAOCBN010000001.1	89775	91126	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.06	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_029839935.1.fna	JAOCBN010000001.1	759881	760938	+	(ompA)	1-1046/1071	========/======	6/30	96.83	85.10	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_029839935.1.fna	JAOCBN010000001.1	783887	784270	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_029839935.1.fna	JAOCBN010000001.1	784692	785228	+	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_029839935.1.fna	JAOCBN010000001.1	2526342	2527407	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.25	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_029839935.1.fna	JAOCBN010000001.1	2701100	2701809	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029839935.1.fna	JAOCBN010000001.1	3297650	3298552	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029840725.1.fna	JAOCDA010000001.1	61429	61812	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_029840725.1.fna	JAOCDA010000001.1	81010	82043	-	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_029840725.1.fna	JAOCDA010000014.1	36049	36911	+	(rfbA)	7-869/873	===============	0/0	98.85	82.62	VFG037938(gb|WP_000104825)	glucose-1-phosphate	thymidylyltransferase RfbA [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_029840725.1.fna	JAOCDA010000014.1	44191	44958	+	(A1S_0060)	1-768/768	===============	0/0	100.00	82.68	VFG038018(gb|YP_001083157)	hypothetical	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_029840725.1.fna	JAOCDA010000014.1	50497	51848	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.51	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_029840725.1.fna	JAOCDA010000021.1	11755	12820	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.25	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_029840725.1.fna	JAOCDA010000033.1	9945	10847	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029840725.1.fna	JAOCDA010000036.1	28655	29364	-	(bfmR)	1-710/717	===============	0/0	99.02	85.35	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029840725.1.fna	JAOCDA010000038.1	11645	13066	+	(tssC)	61-1482/1482	===============	0/0	95.95	83.75	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_029840725.1.fna	JAOCDA010000038.1	13122	13625	+	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.90	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029841115.1.fna	JAOCDW010000004.1	35043	35752	+	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029841115.1.fna	JAOCDW010000005.1	116164	117221	+	(ompA)	1-1046/1071	========/======	6/30	96.83	85.19	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_029841115.1.fna	JAOCDW010000007.1	87064	90123	+	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	82.94	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_029841115.1.fna	JAOCDW010000012.1	62542	63893	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.36	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_029841115.1.fna	JAOCDW010000034.1	5971	7036	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_029841115.1.fna	JAOCDW010000043.1	21705	22241	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_029841115.1.fna	JAOCDW010000043.1	22663	23046	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_029841885.1.fna	JAOCFJ010000001.1	88934	90292	-	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	81.54	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_029841885.1.fna	JAOCFJ010000001.1	817129	817838	+	(bfmR)	1-710/717	===============	0/0	99.02	85.49	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029841885.1.fna	JAOCFJ010000001.1	984881	985946	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_029841885.1.fna	JAOCFJ010000001.1	2787366	2787902	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_029841885.1.fna	JAOCFJ010000001.1	2788324	2788707	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_029841885.1.fna	JAOCFJ010000001.1	2810397	2811448	-	(ompA)	1-1046/1071	========/======	5/24	96.83	86.52	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_029841885.1.fna	JAOCFJ010000001.1	3302133	3303035	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029841885.1.fna	JAOCFJ010000001.1	3349922	3353248	-	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.44	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_029842155.1.fna	JAOCFW010000015.1	20319	21028	-	(bfmR)	1-710/717	===============	0/0	99.02	85.35	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_029842155.1.fna	JAOCFW010000016.1	31842	32463	-	(tse4)	1-623/624	========/======	1/1	99.68	98.39	VFG051112(gb|YP_001086354.1)	T6SS	effector Tse4 a bifunctional cell wall-targeting enzyme [T6SS secreted effectors (VF1338)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ATCC 17978]	
